COD_SIM,ID_EST,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,TEXTO 1,TEXTO 2,TEXTO 3,TEXTO 4,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,Constante 0-5 para 0-10,Comparador 0-10,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,,,NTS_LEC_10,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_10,CUAL_NTS_MAT_10,CUAN_CON_PROM_NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_11,CUAL_NTS_MAT_11,CUAN_CON_PROM_NTS_MAT_11,RAN_NOT_11,SUPERIOR,ALTO,BASICO,BAJO
11107010,93122611270,NO TIENE ,NO TIENE,NO TIENE,4.3,3.4,0-5,NO TIENE ,NO TIENE,04/03/2018,03/04/2018,,,NO TIENE,4.3,3.4,0-5,0,0,4.3,3.4,,,NO TIENE ,NO TIENE,4.3,3.4,,,,,,,,,,4.3,SUPERIOR,4.3,"3,4",BASICO,"3,4",0-5,,,,
11207016,93081228807,ACEPTABLE,SOBRESALIENTE,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",3.6,4.3,0-5,ACEPTABLE,SOBRESALIENTE,03/06/2018,04/03/2018,,,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",3.6,4.3,0-5,0,0,3.6,4.3,,,ACEPTABLE,SOBRESALIENTE,3.6,4.3,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR","3,6",BASICO,"3,6","4,3",ALTO,"4,3",0-5,,,,
12107003,93091519036,NO TIENE ,NO TIENE,NO TIENE,4.2,3.7,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE ,NO TIENE,04/02/2018,03/07/2018,,,NO TIENE,4.2,3.7,"BAJO, BASICO, ALTO, SUPERIOR",0,0,4.2,3.7,,,NO TIENE ,NO TIENE,4.2,3.7,,,,,,,,,,"4,2",ALTO,"4,2","3,7",BASICO,"3,7","BAJO, BASICO, ALTO, SUPERIOR",,,,
11107009,95032909940,SOBRESALIENTE,SOBRESALIENTE,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",3.7,4.6,0-5,SOBRESALIENTE,SOBRESALIENTE,03/07/2018,04/06/2018,,,"ACEPTABLE, EXCELENTE, SOBRESALIENTE",3.7,4.6,0-5,0,0,3.7,4.6,,,SOBRESALIENTE,SOBRESALIENTE,3.7,4.6,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR","3,7",BASICO,"3,7",4.6,SUPERIOR,4.6,0-5,,,,
11103018,93111112426,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",SOBRESALIENTE,SOBRESALIENTE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,BASICO,BASICO,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11203032,94041714420,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",SOBRESALIENTE,SOBRESALIENTE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,BASICO,BASICO,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11103027,94060305743,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",SOBRESALIENTE,ACEPTABLE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,BASICO,BASICO,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14103021,1107063154,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",SOBRESALIENTE,ACEPTABLE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,BASICO,BASICO,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11103001,93060411784,BAJO,BAJO,"DESEMPEÑO BAJO, DESEMPEÑO ALTO, DESEMPEÑO SUPERIOR, EXCELENTE",BAJO,BAJO,"DESEMPEÑO BAJO, DESEMPEÑO ALTO, DESEMPEÑO SUPERIOR, EXCELENTE",BAJO,BAJO,BAJO,BAJO,,,"DESEMPEÑO BAJO, DESEMPEÑO ALTO, DESEMPEÑO SUPERIOR, EXCELENTE",,,"DESEMPEÑO BAJO, DESEMPEÑO ALTO, DESEMPEÑO SUPERIOR, EXCELENTE",0,0,0,0,,,DESEMPEÑO BASICO,DESEMPEÑO BASICO,DESEMPEÑO BASICO,DESEMPEÑO BASICO,,,BAJO,BAJO,"2,5",BAJO,BAJO,"2,5","BAJO, BASICO, ALTO, SUPERIOR",BAJO,BAJO,"2,5",BAJO,BAJO,"2,5","BAJO, BASICO, ALTO, SUPERIOR",,,,
11103026,93101509646,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",ACEPTABLE,ACEPTABLE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ACEPTABLE,ACEPTABLE,BASICO,BASICO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11103014,94032105968,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",ACEPTABLE,ACEPTABLE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ACEPTABLE,ACEPTABLE,BASICO,BASICO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11203001,1143952929,EXCELENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",EXCELENTE,ACEPTABLE,BASICO,BASICO,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,EXCELENTE,ACEPTABLE,BASICO,BASICO,,,SUPERIOR,SUPERIOR,4.75,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
16203016,1144058591,ACEPTABLE,ACEPTABLE,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,3.0,3.0,0-5,ACEPTABLE,ACEPTABLE,3.0,3.0,,,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,3.1,3.1,0-5,0,0,3.1,3.1,,,ACEPTABLE,ACEPTABLE,3.1,3.1,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR","3,1",BASICO,"3,1","3,1",BASICO,"3,1",0-5,,,,
13203016,1144164635,SOBRESALIENTE,ACEPTABLE,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,3.9,4.4,0-5,SOBRESALIENTE,ACEPTABLE,03/09/2018,04/04/2018,,,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,3.9,4.4,0-5,0,0,3.9,4.4,,,SOBRESALIENTE,ACEPTABLE,3.9,4.4,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR","3,9",BASICO,"3,9","4,4",ALTO,"4,4",0-5,,,,
11203011,1143854841,8,9,0-10,8,9,0-10,07/01/1900,08/01/1900,07/01/1900,08/01/1900,8.1,9.1,0-10,8.1,9.1,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"4,05","4,55","4,05","4,55",,,"4,05",ALTO,"4,05","4,55",SUPERIOR,"4,55",0-5,"4,05",ALTO,"4,05","4,55",SUPERIOR,"4,55",0-5,,,,
12103009,94041405524,SOBRESALIENTE,ACEPTABLE,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,,,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
12204032,1112479699,BAJO,BAJO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",DESEMPEÑO ALTO,BAJO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",BAJO,BAJO,DESEMPEÑO ALTO,BAJO,,,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",,,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",0,0,0,0,,,DESEMPEÑO BASICO,DESEMPEÑO BASICO,DESEMPEÑO ALTO,DESEMPEÑO BASICO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
13203017,1061775876,4.2,3.5,0-5,3.8,3.9,0-5,04/02/2018,03/05/2018,03/08/2018,03/09/2018,4.2,3.5,0-5,3.8,3.9,0-5,4.2,3.5,3.8,3.9,,,4.2,3.5,3.8,3.9,,,"4,20",ALTO,"4,20","3,5",BASICO,"3,5",0-5,"3,8",BASICO,"3,8","3,9",BASICO,"3,9",0-5,,,,
11203008,1107082726,DESEMPEÑO ALTO,DESEMPEÑO ALTO,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",NO TIENE,NO TIENE,,DESEMPEÑO ALTO,DESEMPEÑO ALTO,NO TIENE,NO TIENE,,,"DESEMPEÑO BAJO, DESEMPEÑO BÁSICO, DESEMPEÑO ALTO,DESEMPEÑO SUPERIOR",,,,0,0,0,0,,,DESEMPEÑO ALTO,DESEMPEÑO ALTO,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
12207012,80791848,SUPERIOR,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,ALTO,ALTO,ALTO,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,SUPERIOR,ALTO,ALTO,ALTO,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11203023,1143857948,7.0,8.5,0-10,7.4,8.7,0-10,7.0,08/05/2018,07/04/2018,08/07/2018,7.1,8.5,0-10,7.4,8.7,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"3,55","4,25","3,7","4,35",,,"3,55",BASICO,"3,55","4,25",ALTO,"4,25",0-5,"3,7",BASICO,"3,7","4,35",ALTO,"4,35",0-5,,,,
12107020,1113668362,ALTO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,SUPERIOR,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,ALTO,SUPERIOR,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ALTO,ALTO,ALTO,SUPERIOR,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11207010,1144072163,BASICO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,SUPERIOR,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,ALTO,ALTO,SUPERIOR,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,BASICO,ALTO,ALTO,SUPERIOR,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11212016,1144078641,3.9,3.7,0-5,NO TIENE,NO TIENE,,03/09/2018,03/07/2018,NO TIENE,NO TIENE,3.9,3.7,0-5,O.I,O.I,,3.9,3.7,O.I,O.I,,,3.9,3.7,NO TIENE,NO TIENE,,,"3,90",BASICO,"3,90","3,7",BASICO,"3,7",0-5,,,,,,,,,,,
11203025,1107082145,BAJO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,,BAJO,ALTO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,,0,0,0,0,,,BAJO,ALTO,NO TIENE,NO TIENE,,,BAJO,BAJO,"2,5",ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
11218026,1061773711,NO TIENE,NO TIENE,,NO TIENE,NO TIENE,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
11218026,94062012689,NO TIENE, NO TIENE,NO TIENE,NO TIENE ,NO TIENE,NO TIENE,NO TIENE, NO TIENE,NO TIENE ,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE, NO TIENE,NO TIENE ,NO TIENE,,,,,,,,,,,,,,,,,,,,
12103012,94052405682,ALTO,BASICO,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,BASICO,BASICO,BASICO,,,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ALTO,BASICO,BASICO,BASICO,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
11207021,1144062754,8.0,8.0,0-10,8.0,10.0,0-10,8.0,8.0,8.0,10.0,8.1,8.1,0-10,8.1,"10,00",0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,5,,,"4,05","4,05","4,05",5,,,"4,05",ALTO,"4,05","4,05",ALTO,"4,05",0-5,"4,05",ALTO,"4,05",5,SUPERIOR,5,0-5,,,,
11203029,94120215722,7.4,9.6,0-10,7.5,7.6,0-10,07/04/2018,09/06/2018,07/05/2018,07/06/2018,7.4,9.6,0-10,7.5,7.6,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"3,7","4,8","3,75","3,8",,,"3,70",BASICO,"3,70","4,8",SUPERIOR,"4,8",0-5,"3,75",BASICO,"3,75","3,8",BASICO,"3,8",0-5,,,,
12103022,1144062692,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11204159,94113015408,4.O,3.6,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",4.4,4.5,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",4.O,03/06/2018,04/04/2018,04/05/2018,"4,00",3.6,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",4.4,4.5,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",4,3.6,4.4,4.5,,,4,3.6,4.4,4.5,,,"4,00",ALTO,"4,00","3,6",BASICO,"3,6","BAJO, BASICO, ALTO, SUPERIOR","4,4",ALTO,"4,4",4.5,SUPERIOR,4.5,0-5,,,,
12103000,1107069690,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,EXCELENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,EXCELENTE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11203017,94052204822,ALTO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,BASICO,BASICO,ALTO,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,ALTO,BASICO,BASICO,ALTO,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
11207022,94090806321,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
112033018,95020709481,BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,BASICO,BASICO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,NO TIENE,0,0,0,0,,,BASICO,BASICO,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
11203016,94091705146,BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,ALTO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,BASICO,ALTO,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,BASICO,BASICO,BASICO,ALTO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
12103020,94120211883,BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,BASICO,BASICO,,,"BAJO, BASICO, ALTO, SUPERIOR",,,"BAJO, BASICO, ALTO, SUPERIOR",0,0,0,0,,,BASICO,BASICO,BASICO,BASICO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11203013,94062130142,BASICO,BASICO,"BAJO, BASICO, ALTO, SUPERIOR",NO TIENE,NO TIENE,NO TIENE,BASICO,BASICO,NO TIENE,NO TIENE,,,"BAJO, BASICO, ALTO, SUPERIOR",,,NO TIENE,0,0,0,0,,,BASICO,BASICO,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
11207002,95072113889,3.9,4.2,"BAJO, BASICO, ALTO, SUPERIOR",4,4.6,"BAJO, BASICO, ALTO, SUPERIOR",03/09/2018,04/02/2018,03/01/1900,04/06/2018,3.9,4.2,"BAJO, BASICO, ALTO, SUPERIOR",4.1,4.6,"BAJO, BASICO, ALTO, SUPERIOR",3.9,4.2,4.1,4.6,,,3.9,4.2,4.1,4.6,,,"3,90",BASICO,"3,90","4,2",ALTO,"4,2",0-5,"4,1",ALTO,"4,1",4.6,SUPERIOR,4.6,0-5,,,,
13203011,1143952695,4.2,4.7,0-5,3.6,4.8,0-5,04/02/2018,04/07/2018,03/06/2018,04/08/2018,4.2,4.7,0-5,3.6,4.8,0-5,4.2,4.7,3.6,4.8,,,4.2,4.7,3.6,4.8,,,"4,20",ALTO,"4,20",4.7,SUPERIOR,4.7,0-5,"3,6",BASICO,"3,6",4.8,SUPERIOR,4.8,0-5,,,,
12103025,1144082076,7.0,6.7,0-10,7.4,9.2,0-10,7.0,06/07/2018,07/04/2018,09/02/2018,7.1,6.7,0-10,7.4,9.2,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"3,55","3,35","3,7","4,6",,,"3,55",BASICO,"3,55","3,35",BASICO,"3,35",0-5,"3,7",BASICO,"3,7","4,6",SUPERIOR,"4,6",0-5,,,,
12203012,1107092431,5.0,5.0,0-5,4.8,4.6,0-5,5.0,5.0,04/08/2018,04/06/2018,5.1,5.1,0-5,4.8,4.6,0-5,5.1,5.1,4.8,4.6,,,5.1,5.1,4.8,4.6,,,"5,00",SUPERIOR,"5,00",5,SUPERIOR,5,0-5,4.8,SUPERIOR,4.8,4.6,SUPERIOR,4.6,0-5,,,,
12103021,1151957413,4.8,4.9,0-5,4.9,4.9,0-5,04/08/2018,04/09/2018,04/09/2018,04/09/2018,4.8,4.9,0-5,4.9,4.9,0-5,4.8,4.9,4.9,4.9,,,4.8,4.9,4.9,4.9,,,4.8,SUPERIOR,4.8,4.9,SUPERIOR,4.9,0-5,4.9,SUPERIOR,4.9,4.9,SUPERIOR,4.9,0-5,,,,
12107001,1144069043,4.5,4.0,0-5,4.8,4.3,0-5,04/05/2018,4.0,04/08/2018,04/03/2018,4.5,4.1,0-5,4.8,4.3,0-5,4.5,4.1,4.8,4.3,,,4.5,4.1,4.8,4.3,,,"4,50",SUPERIOR,"4,50","4,1",ALTO,"4,1",0-5,4.8,SUPERIOR,4.8,"4,3",ALTO,"4,3",0-5,,,,
12103035,1144069074,NO TIENE,NO TIENE,,NO TIENE,NO TIENE,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
12103035,94031404422,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
13203001,1113652695,8.6,9.0,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",8.6,6.5,"BAJO, BASICO, ALTO, SUPERIOR",08/06/2018,9.0,08/06/2018,06/05/2018,8.6,9.1,"BAJO, BAJO, BASICO, ALTO, SUPERIOR",8.6,6.5,"BAJO, BASICO, ALTO, SUPERIOR",8.6,9.1,8.6,6.5,,,8.6,9.1,8.6,6.5,,,"4,30",ALTO,"4,30","4,55",SUPERIOR,"4,55","BAJO, BASICO, ALTO, SUPERIOR","4,3",ALTO,"4,3","3,25",BASICO,"3,25",0-5,,,,
12103027,95091608481,3.8,4.3,0-5,4.2,4.6,0-5,03/08/2018,04/03/2018,04/02/2018,04/06/2018,3.8,4.3,0-5,4.2,4.6,0-5,3.8,4.3,4.2,4.6,,,3.8,4.3,4.2,4.6,,,"3,80",BASICO,"3,80","4,3",ALTO,"4,3",0-5,"4,2",ALTO,"4,2",4.6,SUPERIOR,4.6,0-5,,,,
12107015,95041910071,3.6,3.2,"BAJO, BASICO, ALTO, SUPERIOR",3.5,3.8,"BAJO, BASICO, ALTO, SUPERIOR",03/06/2018,03/02/2018,03/05/2018,03/08/2018,3.6,3.2,"BAJO, BASICO, ALTO, SUPERIOR",3.5,3.8,"BAJO, BASICO, ALTO, SUPERIOR",3.6,3.2,3.5,3.8,,,3.6,3.2,3.5,3.8,,,"3,60",BASICO,"3,60","3,2",BASICO,"3,2",0-5,"3,5",BASICO,"3,5","3,8",BASICO,"3,8",0-5,,,,
